"","B1","B2","B3","B5","B6","B7","B9","B10","B11","B14","B15","B16"
"ENSMUSG00000000355",9.89021026558733,9.94732065513216,9.9338957131294,9.7961538210525,9.87186074803978,10.1419240522695,9.91290274204004,9.76763149979641,10.1573531179813,9.78291679948427,9.94482329600224,10.061348286132
"ENSMUSG00000000359",2.4211046181118,2.91859235305024,0.202647935371466,3.32459574966831,2.15720974010306,0.155955854574735,2.92731031476164,0.664947630821087,2.33236853515424,3.48700806200683,0.642270552753006,1.39147772866934
"ENSMUSG00000000374",11.2166391765009,11.0490301386513,11.1809471841135,11.2716724218869,11.1954560473648,10.9664483894851,11.2597773269024,11.1536274100767,11.1053335820814,11.1632517786197,11.1160044167752,11.2442650593303
"ENSMUSG00000000378",10.589430232708,10.579839875969,10.6072846941258,10.5285750362616,10.4997546398823,10.747876412778,10.5058174280085,10.6738269099545,10.5442341636522,10.3033713139874,10.7344009732849,10.7717069162814
"ENSMUSG00000000384",10.4050757417046,10.562772335223,10.6111150239796,10.4791521033353,10.5267426443648,10.6136982535116,10.5376195922055,10.4345388174355,10.6444528431216,10.350269020757,10.5937843190929,10.7403271515544
"ENSMUSG00000000385",0.321196987188555,0.246445509770381,2.76745565017033,1.06611062760933,1.33413054684644,0.847280754028916,0.596844118054306,0.493043447914559,2.22146297648763,-0.851608483750555,2.09911490838133,2.93426490355942
"ENSMUSG00000000386",10.179238440905,8.30488799545152,8.77978270594155,10.1090678871548,8.81526480397833,8.44405421722566,10.0159145239823,8.13982394341216,9.23699485605899,9.0379759787674,9.6811062921595,9.75641583989117
"ENSMUSG00000000392",7.45290425870678,6.82575996462586,6.87263017707209,7.87512832188552,7.09173596643605,6.54499486221595,7.81921256701762,7.05271746198189,6.89622069792925,7.76491472856994,6.65372149691502,7.19786873423347
"ENSMUSG00000000399",11.4141269680561,11.353074276672,11.287977838426,11.3166394217147,11.3528691034781,11.4417975460032,11.5340481827306,11.3011011058411,11.3327646945714,11.6044146892422,11.3298880706917,11.2129399698242
"ENSMUSG00000000402",2.81417103905571,3.67811069487141,4.16166801067789,1.82565935638356,4.72537856949842,4.73997248315187,3.58546707515784,4.06225494206619,3.63823489465767,3.92758206810758,3.59443791092879,3.83215734724554
"ENSMUSG00000000409",3.63109465460158,3.34601023376471,1.97070125429131,3.78534866159411,2.50584214944486,3.06984189836579,1.56526459842123,2.99216472214922,3.59458568262054,3.43437958971902,3.76211395890326,1.55773109543505
"ENSMUSG00000000411",1.0487468750601,0.965413541726763,0.833333333333333,0.916666666666667,0,0,0,0,0,0,0,3.83324526746543
"ENSMUSG00000000420",12.1571826101808,12.3720136537845,12.3920464084117,12.1790159895093,12.4334047807222,12.2780105624468,12.152836835118,12.2889277802228,12.3447844285116,11.994630130967,12.425828334826,12.3957688599646
"ENSMUSG00000000439",10.2038037266211,10.0209901923912,10.0899705894894,10.2008239789963,10.248893725341,9.8811306531992,10.0571008227774,10.0788929616176,10.0742544410342,10.0976542897259,10.1015340967344,10.0069907579054
"ENSMUSG00000000440",10.0015645511918,10.794491172751,10.8187341814742,10.1983322665103,10.7741032110209,10.704657565955,10.4574394466925,10.5799579973331,10.8122216456843,10.5028633870083,10.6644301636834,10.7108448210077
"ENSMUSG00000000441",11.1771676245345,11.3412252205798,11.345112528556,11.2136919220822,11.4055026513329,11.1763307436641,11.1784283547945,11.2905001422473,11.3768485828367,11.1531244418574,11.3663620012063,11.354255792033
"ENSMUSG00000000486",5.7376692135326,6.00556351802475,6.25248838045854,6.15233692593092,6.40039161250895,5.39684685348658,5.88730505819266,6.21275723483222,6.10753143270941,5.96487339661632,6.36689613486035,5.45633510411836
"ENSMUSG00000000489",4.09236547568504,5.48539299194963,5.58754135292604,3.60890279141169,5.39275692177339,6.05050886689586,4.18780980135103,5.62501913299324,4.66663457723425,3.53816935126922,5.56931733725091,5.73175037265112
"ENSMUSG00000000530",6.62292651208203,7.32106716909416,7.27918728282547,6.4608548481824,7.57914089592898,7.09539476247854,6.19000017643447,7.81045903750508,7.41707981855608,6.0722826314769,7.80165180210594,7.76029640131394
"ENSMUSG00000000531",8.24144716768166,7.59714994254476,7.80664354643398,7.83171448397024,7.99595770412087,7.77595243676102,7.96951931113107,7.67119195387399,7.88316574838754,7.5059953902963,8.17362520999662,8.09567766704038
"ENSMUSG00000000532",10.330403321095,10.9858140642279,11.1367228738298,10.2135429419545,11.1638294791306,11.0464137370136,10.2730670835747,11.0583818865202,11.1789973504468,9.93334912496097,11.4486937846164,11.5302537117695
"ENSMUSG00000000538",11.8481039254986,11.8665786456542,11.955307367058,11.8551371745503,11.921629302581,11.8261263250267,11.8410590531986,11.9225766122904,11.8685428698265,11.9163801278279,11.7823678196755,11.8337965792384
"ENSMUSG00000000552",11.3191549163222,10.5324726820672,10.5091695522224,11.1551952231611,10.5603362494703,10.5176120091116,11.0827254796235,10.5447608542147,10.5335884620309,11.039186656426,10.625220818241,10.5595445371369
"ENSMUSG00000000555",12.6044380208193,12.8255797034353,12.7735590236045,12.7500682001074,12.7565650514583,12.6962584672349,12.6349590957619,12.6746561071475,12.7702222169623,12.5096255144204,12.8141613062253,12.83589090757
"ENSMUSG00000000561",9.70110847399385,10.0499986147332,9.83282690025583,9.56231522274476,9.93620489247628,10.1809625302618,9.86878018202337,9.97790147394678,9.91076719577308,9.52913687494468,10.1426359421025,10.1276823118686
"ENSMUSG00000000563",12.2539066429346,12.1427147015808,12.2069355781209,12.1117622635792,12.1170471933903,12.4249186457224,12.3369953200857,12.1718384348049,12.2144031139698,12.3448325727892,12.163960315754,12.1978549946677
"ENSMUSG00000000567",11.6666032384523,13.0341572944584,13.1697859036732,11.830526371491,13.015584687222,12.9607225179511,11.6340635005267,13.1432167351698,13.0933098125166,11.7678196100921,12.9648873633079,13.0586396119306
"ENSMUSG00000000568",11.0956983068762,11.3349575387408,11.2681025619121,11.1766681340848,11.175976466921,11.4911706302576,11.1333270567852,11.2487079354577,11.3441501126266,11.0824760285344,11.2367819269471,11.372963341144
"ENSMUSG00000000579",6.50971448284824,7.01570623260405,6.36541824170339,6.90429190667026,6.64353939607627,6.21321523322707,6.69649602607953,6.50201724109822,6.58260291771906,6.78550738379482,6.26926830553172,6.81112780759236
"ENSMUSG00000000581",10.6099229097448,10.6405678818628,10.5645481272911,10.5407112984045,10.4716163218084,10.8409180439255,10.6260997081596,10.5063739342655,10.5440002607924,10.7484441848157,10.3439670199205,10.5946412056055
"ENSMUSG00000000594",11.0576562646293,10.8965173034393,10.7554907408445,11.0622698575604,10.7963150281773,10.8601427767966,11.0130628392364,10.7743558143841,10.8534688691491,11.1778668079342,10.827564583875,10.5982580202218
"ENSMUSG00000000600",11.1387560757611,11.1882155282746,11.1659367302915,11.1285403963779,11.1461420090652,11.2119486186754,11.1607281031463,11.2145491678029,11.1206668191149,11.1034759386442,11.1956580151961,11.2306403772694
"ENSMUSG00000000605",10.8954712960321,10.9911589948613,10.9070458882069,10.9704696705628,10.925276578056,10.8615042508272,10.9310926163274,10.9117533699787,10.9349163732133,10.8993820891973,10.9478590861695,10.9501449739559
"ENSMUSG00000000628",10.6480716694777,10.5701053989803,10.642759201413,10.9363949662485,10.7235402577187,10.1556599078328,10.7488118781055,10.4179952347961,10.6383655921483,10.1459794074531,10.9909882896598,10.9542089512231
"ENSMUSG00000000631",11.4537397528586,11.4577692665196,11.4116038793343,11.5841201190788,11.4454418256763,11.2346781103466,11.377998614746,11.3874251057169,11.4594333241863,11.5056854599642,11.3655231543912,11.2731576644467
"ENSMUSG00000000673",-0.0552355671350488,2.14201633045903,1.40811055396923,-0.00464314195427868,1.00389402109359,2.46489680494964,-0.299385869270222,1.50641657108164,2.38440372649449,0.249472396665751,0.548522525285166,2.56508177065918
"ENSMUSG00000000686",6.63314864715841,6.83371925776273,6.76584329904589,7.25586438132097,6.86108007279089,5.7173283545662,7.08712978030321,6.68165911604969,6.99555196413662,7.19161183814689,7.03064182036711,6.41595719930109
"ENSMUSG00000000690",4.52147677506923,4.11610830344605,5.04035330352166,2.00354999014274,4.69769109397692,5.6753765634374,2.97487939233833,2.6127752949115,2.63130799668954,0,0,0
"ENSMUSG00000000693",12.0716650748908,12.0492338452412,12.0978186417047,12.1770851838994,12.1459595297434,11.9582765588963,11.9935964765548,12.1375055947964,12.0673820314139,11.88570711185,12.2284497892737,12.1750867728461
"ENSMUSG00000000708",11.4088323684405,11.2188708361814,11.3321801344962,11.3675895365814,11.2389613866932,11.3203857908493,11.5397744048302,11.1642337403973,11.2903095836447,11.6249425757417,11.2096532711167,11.1462039470361
"ENSMUSG00000000711",12.3583115581106,12.2690342099388,12.242369817248,12.2728782686307,12.2733655802087,12.3123296115934,12.2861927565727,12.3417751893792,12.2840162503568,12.5002727457411,12.0853322981002,12.2488948105118
"ENSMUSG00000000730",3.49127919360634,3.41430936729797,4.16866749808261,2.46237335461261,4.33364562714863,4.47424182891256,3.80957108826903,2.53215293915165,4.16818864097204,3.15541612248194,3.88850906733898,4.18775208921197
"ENSMUSG00000000732",1.33385788396853,0.313016368398821,2.38049701676378,0.546072962675163,1.41738798943327,2.47617067962777,1.47312888753194,0.744892081355228,1.63634732008143,0.489035685775906,1.31312421318945,2.67400041148078
"ENSMUSG00000000738",10.9661909279667,10.7553508800861,10.8504894548946,10.8415293152015,10.8691816871346,10.936262350616,10.8870858533365,10.8678168575688,10.9178228338215,11.0026357214176,10.7751821675109,10.8113176907048
"ENSMUSG00000000739",6.40691507094183,5.02484930758701,5.2969240737018,5.55533378693112,5.4990738943626,5.69763513755771,5.21579828346369,5.99045379522309,5.63915427299036,6.13560538903225,5.15498813135929,5.17195684112062
"ENSMUSG00000000740",14.5169145092033,14.4318345095916,14.5433391905036,14.3624102668499,14.421304807557,14.7488702424253,14.4337955657275,14.5070443024032,14.5417361098041,14.5553572294218,14.405186858893,14.4485085599139
"ENSMUSG00000000743",11.8040266477367,11.8019796493532,11.6723943570918,11.7236578040117,11.7144162796456,11.8618279920432,11.7515569304812,11.7516229122397,11.7955753725494,11.8744787369665,11.6522949584786,11.7123883701044
"ENSMUSG00000000751",10.9183514983613,11.2996107559547,11.2406034533395,10.9490971777097,11.1474807077081,11.3775808534294,11.0175214131859,11.1274782034325,11.0330102134209,11.0801290113351,10.9725580318185,11.0684661150882
"ENSMUSG00000000753",15.5117332545872,16.0321620602748,16.0570764653718,15.4937628428323,15.9692057994862,16.205858338832,15.701599538196,15.9720997514431,15.9292241635362,15.7745227506139,15.8591440219125,15.8903882991335
"ENSMUSG00000000759",10.8222805433112,10.8815932319669,10.6565221727645,10.7745780466183,10.879199651275,10.6554997793093,10.7777325168894,10.780247281104,10.8047334126317,10.8000556052541,10.7517054715855,10.7802670093294
"ENSMUSG00000000776",9.62351498328539,9.57639130777515,9.79583492681282,9.50932854396298,9.58025253383693,9.9562649671993,9.6211404794722,9.70088157906173,9.87991452678585,9.31424169518592,9.95283863174891,9.98470451960162
"ENSMUSG00000000782",3.40330289859866,0.792953559042636,2.21357251854544,3.52122585988334,3.26583019794947,-0.110479393626421,2.53484922065628,1.38977955971737,2.31408982980006,3.78094605286223,1.77105474938785,0.63067423629945
"ENSMUSG00000000787",14.5305074117759,14.6474559900972,14.6235468365733,14.6305699364157,14.6415847209754,14.4681249476506,14.5587537202109,14.5656863562362,14.6726123273587,14.527585715122,14.6439669288729,14.631177238453
"ENSMUSG00000000791",5.82222167594988,3.90517035629421,5.18251632848101,6.15487389151632,3.74878629154711,4.87786070406128,4.96788553368294,5.02384356520836,4.79650944925286,4.58252540605271,4.80048023067937,5.55024374362694
"ENSMUSG00000000792",4.80476117848228,4.69435646618935,5.03491837875106,4.18383231563549,5.56324334861511,4.19005013201225,5.16824555971188,4.79616029681497,4.95089060347278,4.37407330280121,5.61587269296396,5.11873777196834
"ENSMUSG00000000804",11.869787849416,11.9356479474968,11.8126823641031,12.0183664420816,11.9317337456219,11.5647155193594,11.8736542969545,11.8672989845558,11.8291101047204,11.8883561414875,11.8077405291788,11.8995378040249
"ENSMUSG00000000811",8.76748251244804,8.78885383323056,8.88131204752144,8.81937541985432,8.87958206590768,8.7142625572966,8.74628982891691,8.80353733875576,8.92359700579152,8.89169245272609,8.75702332418135,8.69844093439445
"ENSMUSG00000000823",12.1289022622796,11.743439318102,11.8435726085166,12.0886054439288,11.9439258807142,11.5902115044832,12.0591993365071,11.866735422141,11.892962214271,12.0491324480736,11.8640403364194,11.8374692676134
"ENSMUSG00000000826",12.536415802913,12.6176303546718,12.5130910512516,12.5963172524682,12.6132913106174,12.4379378719588,12.566109466299,12.5255012857456,12.5495744416187,12.3995949177498,12.6478527195779,12.642550509924
"ENSMUSG00000000827",12.0351352702347,11.9409125333101,11.9713973084582,11.9220520229168,11.9673108501666,12.0927830532516,11.9735367366315,11.9852406144961,12.0115006578779,12.0850280999913,11.9618854585505,11.8842811302424
"ENSMUSG00000000838",12.4303750542233,12.7522426505984,12.7777033166838,12.5247273793859,12.900037202566,12.5270678231992,12.4461956275585,12.6884739952119,12.9013906182039,12.2856292147673,12.9587554547924,12.9144991908987
"ENSMUSG00000000869",6.55027241528547,6.18711175865967,6.18917904625032,6.64102194399035,6.39842952145753,5.78979142955073,6.54625803790984,6.01469475272129,6.26023114940225,6.62128322900028,6.27630842787488,5.49133887717867
"ENSMUSG00000000876",10.4560819016693,10.3197032035886,10.4212304927351,10.5497597537083,10.3733365842692,10.2593892711662,10.5608632975702,10.349143562454,10.3607552933256,10.7588102941413,10.3486855677006,10.1188922959471
"ENSMUSG00000000881",10.6896000776864,10.8395934418783,10.953692271808,10.7516607596123,10.9511161266515,10.7786948537166,10.5926735159726,11.0086084623404,10.8782309009546,10.700164544002,10.8719469602212,10.8755352234021
"ENSMUSG00000000884",7.18239052108584,7.28118678798664,7.42902570528312,7.38933154371353,7.1916747501456,7.24496395664858,7.46185181703811,7.25843686291565,7.0906303498929,7.42128203235683,7.27411723369744,7.01451052362934
"ENSMUSG00000000901",12.8128145435914,13.0847450781503,13.2212494976372,12.8036465961698,13.1264375654402,13.218851150431,12.9326557626935,12.9067065017079,13.1981904089181,13.3835939756915,12.5699298648714,12.6773716245449
"ENSMUSG00000000902",11.0536101112248,11.3533849832684,11.4042143535153,11.0910404100495,11.3498210225646,11.4477642645369,11.0731840853647,11.3508198838779,11.4605075433959,11.1246431605593,11.3465567536146,11.4214717726464
"ENSMUSG00000000903",0.718793700204212,1.85818542661594,2.39160863031594,1.87800720506081,2.74486891157815,0.391195985129482,0.250460508198691,1.33789688246589,3.20822575959317,1.72868725713132,0.558801397554957,2.53123689963117
"ENSMUSG00000000915",9.64845780222115,10.1478612304663,10.3014568719992,9.65775925008864,10.2075012762501,10.2042800080791,9.78887986647799,10.0105280474303,10.2355437681399,10.0517516745194,9.78135328444708,9.9666852526523
"ENSMUSG00000000916",9.14310793564955,9.24667454100028,9.34043127117437,9.27341505433556,9.1804257901312,9.16750275950483,9.32082312335221,9.17926718311595,9.26963565385899,9.21262638601356,9.07907026122188,9.38335974646855
"ENSMUSG00000000934",9.73084419047096,8.67875294925946,8.76442717949017,9.54995246862838,9.04901999373393,8.62368355370705,9.79872957143476,8.72407809641223,8.73287791632048,9.68807948997159,8.83656166489288,8.73880304968037
"ENSMUSG00000000938",0,0,0,0,0,0,1.37581458369391,2.23653826374439,2.06005598223546,1.94213619062889,0,3.1627427346353
"ENSMUSG00000000942",6.53841888712836,7.5061388680438,8.20620225894199,6.7589033986795,7.43014545547998,8.17612524129217,6.37116967157459,8.01262668251229,7.81282579682279,6.92481025230955,7.80621649418597,7.46441993600466
"ENSMUSG00000000948",6.53217256613405,6.46172600374241,6.25975657479941,6.88429085398024,6.55576831576134,5.56238581817655,6.64003244265959,6.26921283233763,6.10212570780526,6.82888020933922,5.65452207809428,6.46689322369005
"ENSMUSG00000000957",16.2000487945085,16.0637024207611,16.1446292282811,16.1576512482735,16.0647449435756,16.1726708684554,16.1528886557413,16.0861448773993,16.1364985960666,16.249873738043,15.957120544122,16.0710810234742
"ENSMUSG00000000958",4.36009167751688,4.82203694797864,4.58484707992002,4.91545720971086,3.0758912641195,5.47394896955279,3.74531417538678,4.61449460933408,5.32857276452231,3.28982386797459,5.05039191532675,5.3259222086692
"ENSMUSG00000000959",11.5511282151975,11.418666291665,11.4400133113162,11.5049380010891,11.3858966602743,11.4582434711902,11.6090065097217,11.3768331496231,11.3808076568428,11.8019069130715,11.2394759458878,11.1655000364374
"ENSMUSG00000000976",11.024365286194,11.0224467961501,11.1190701748016,11.1652095373066,11.1191313681523,10.8131593122082,11.0074504617328,10.9496771639047,11.1580087120551,10.9526297714252,11.1731865835273,11.0623955521825
"ENSMUSG00000000982",0,0,0,0.916666666666667,0,0,0,0,1.27832083357372,0.916666666666667,4.04418298686729,5.46923652510985
"ENSMUSG00000000983",1.78126350423164,4.20883502749485,1.81416269810979,2.37165935261027,1.72932501372083,4.52390301109103,1.71673066783644,2.60626244145214,4.4151592697414,-0.638271267732962,5.4014653294934,5.26829960868541
"ENSMUSG00000001016",10.2118295364428,10.3262126007203,10.1754154746605,10.0684792873459,10.2674497569234,10.4425688516801,10.2360387375653,10.2784332595409,10.2701413034856,10.13083300238,10.3026779958781,10.3661644118102
"ENSMUSG00000001017",11.8847442220582,11.8704702246401,11.8483389764408,11.8889545796741,11.8219285269453,11.9604471176197,11.9248558068569,11.8352533974911,11.8951887583715,11.8077989987223,11.9163146135617,11.9111839919477
"ENSMUSG00000001018",11.2308727263843,11.1728132175748,11.1416616389692,11.2877272398619,11.1260808286911,11.1808272610851,11.2880286306767,11.1505192290831,11.1621598041108,11.5482431132554,10.9464111639258,10.9000302963012
"ENSMUSG00000001020",12.88382025454,12.8145104195952,12.6930416550448,12.6975771964695,12.6227812235115,13.2099485615081,12.8065607183051,12.7356965208265,12.8292784426124,12.9653635360119,12.6280789553025,12.6221284718227
