"","A1","A2","A3_1","A5","A6","A7","A9","A10_1","A11","A13_1","A14","A15"
"ENSMUSG00000000308",3.04851145788597,0.373947639874371,1.24466629497521,1.63757580494185,1.43551372491619,1.48762276087816,2.60211726375509,1.49283333605805,0.495484090958491,2.31765752843479,1.2417785066045,1.25749971502301
"ENSMUSG00000000317",4.46999195660284,4.37891638149057,5.22858060945951,5.04291818595575,4.30209070034958,4.90559857874543,4.3414349119904,5.44046817785045,4.25751581077533,4.19623536404919,5.05093040876869,4.83564390207447
"ENSMUSG00000000318",3.70349824326666,4.1731360132504,4.08642433077006,3.75922679271377,3.11410582019891,4.96047176870574,4.46488828535727,3.32660728430914,3.82374707459977,2.6193356875844,4.73413189360421,4.28940291293854
"ENSMUSG00000000320",4.59976113077007,5.26210344341436,4.60428728791726,4.85208358621794,5.00697142080532,4.6445999294454,4.50500821690622,4.87977192591306,5.29958923714674,4.28349324736396,5.19578681466072,5.18630813184948
"ENSMUSG00000000325",9.55178861561086,8.88280443380904,9.12109660759703,9.48685141185396,9.13196249282823,8.91802282407471,9.55796396254997,8.9348089916648,9.10842701534453,9.38315217452218,9.00789071223963,9.23645810119991
"ENSMUSG00000000326",12.2078732843641,11.7786258057868,11.7543265806038,12.0475253349544,11.793958357863,11.9581573337205,11.9968674619809,11.8160664839482,11.9407072134747,12.0088484621007,11.8959606985319,11.8521541439206
"ENSMUSG00000000339",10.1549949336552,9.93225059871516,9.94889072493607,10.1051881796822,10.0237538070794,9.8978025856786,9.94548207216167,10.1139475279818,9.99672887810654,9.91735053888819,10.045575518192,10.1142020219337
"ENSMUSG00000000340",9.97537479567775,10.0884513720569,10.0376924501668,10.1240622031487,9.69645279751483,10.2035884718046,10.1485170127314,9.94785339524573,9.70390217258885,10.2368158679519,9.71153540335054,9.86008184759803
"ENSMUSG00000000346",13.1925339515682,12.9950121760673,13.0425346809688,13.1313754367963,12.9927775646341,13.0711244800618,13.3048478618984,12.9526911752817,12.9880934163935,13.3063018406605,12.9915945585295,12.9487583851671
"ENSMUSG00000000355",10.026126574484,9.87476493479318,9.89004375310178,9.87396070584456,9.90133615038336,10.0069602531018,9.68401044649105,9.82095352665489,10.2768744416335,9.66936719142989,9.96385441200865,10.15755315053
"ENSMUSG00000000359",6.08608217530541,6.42951571131882,5.37228792534165,6.62397374658428,6.51605076277823,4.67978236714411,6.17119069207814,5.95993266795401,6.15540434488,6.47940432993161,5.5789828723855,6.25830100910248
"ENSMUSG00000000365",7.50098719136114,7.77069555932681,7.74289258739452,7.83798543882031,7.46647952208903,7.78124322327828,7.69477072261208,6.99902838423837,8.00520852588032,7.4940048768402,7.59568030077026,7.73072098053694
"ENSMUSG00000000374",12.0318308831907,12.279371634378,12.1624628932227,12.1418798711834,12.1854653325546,12.1395648605073,12.2003848614054,12.1149344441344,12.1382400749264,12.1928911679678,12.1499669198765,12.1010420247447
"ENSMUSG00000000378",11.1038494820382,10.7584937144151,10.8292213727819,10.9017859289262,10.8756199998499,10.860205597657,10.8621795656576,10.8845921794371,10.9054337130857,10.880718117678,10.8738384227086,10.8935633295997
"ENSMUSG00000000384",10.8098062178428,10.9265642916361,10.8546148510565,10.8226029146888,10.8247540528782,10.8755643189156,10.6406980329033,10.9848218948546,10.9818423985279,10.6902535127505,11.0012469832549,10.9264622110306
"ENSMUSG00000000385",2.34522889379899,2.76501686863037,2.53658816434145,2.18990383600622,2.43138944138978,3.24433943458899,1.36010385438508,3.37558648057651,2.79472220703797,2.35693368559544,2.02658565649637,3.00471448279523
"ENSMUSG00000000386",8.84155257003184,8.18603165003357,9.27933976269208,9.18905534989252,8.801605090808,8.80876171739874,8.39374485349786,8.88316968528646,9.21015181154025,8.70767816191423,8.95087347869379,8.79660910315514
"ENSMUSG00000000392",4.43434081724801,4.47899024633196,4.48718647058303,4.22148259279673,4.77252159099079,4.25716189695136,3.1150833790521,5.073407118062,4.84880952736058,5.26599877706334,4.06245433230636,3.33796252765345
"ENSMUSG00000000399",11.8453303450459,11.4807371338515,11.4766741904412,11.5144611263651,11.5065904286846,11.7638737759982,11.4795319138432,11.6164614147863,11.5733478342857,11.5825712675032,11.5668519459239,11.5313558365518
"ENSMUSG00000000402",4.79601545839607,5.40720292780206,6.10461384555745,0,0,0,0,3.1306352216449,0,0.965413541726763,0.583333333333333,2.34765690822149
"ENSMUSG00000000409",7.02931389961989,6.50858916703885,6.74413980485024,7.15866585866717,6.78096224699589,6.43267589589992,6.74151545657163,6.90453734020544,6.66819996756965,6.48911144689827,7.21164430447339,6.62338102146185
"ENSMUSG00000000420",11.7151873189985,11.8898954200004,11.9383785298256,11.8848971535333,11.8203345013548,11.8825413660129,11.8204456853372,11.8679521295596,11.820448892978,11.8375009253358,11.8335506617268,11.8366439679119
"ENSMUSG00000000439",10.2863545099441,10.2070698144375,10.2878434875156,10.2108607992088,10.2250443994772,10.2841002778153,10.2415296864874,10.1412310314445,10.278194367601,10.2030579681732,10.2113072835242,10.2452818602577
"ENSMUSG00000000440",11.7847684640092,12.5339442560704,12.4509643274463,11.2051643478133,12.5803306940192,12.9998771782716,11.1923903604388,12.5406097540947,12.6901239068314,11.533648202303,12.3499200142347,12.5395320565508
"ENSMUSG00000000441",11.3786746481769,11.7843974662748,11.7466052485114,11.4686375435683,11.7356422006842,11.6966638171483,11.5042849052181,11.701001808506,11.6468476975681,11.4994873224829,11.6627697141056,11.6830388280774
"ENSMUSG00000000486",5.86575164493778,5.63006841312944,5.40312074789867,5.60246194006762,5.19076096225597,5.91538028522069,5.94476496301206,5.67954998307137,5.14337936248128,5.17248854770823,5.43417605579514,6.14177175810485
"ENSMUSG00000000489",5.62102088713223,5.19393724727967,4.90738635575832,5.31162557940568,5.61628162492302,5.05634135422008,4.72232928213196,5.70988034491512,5.6794434817678,5.44100374287812,5.54308245339246,5.06930475855286
"ENSMUSG00000000530",7.56999559798054,6.48035106135177,6.81841577482948,6.86078196530579,7.35065399810788,6.90574440820975,6.58845813948013,7.12448159141337,7.41109228610265,7.13603333150328,7.09625025524613,6.90747212930441
"ENSMUSG00000000531",8.90278332954933,8.67969198238002,8.3368964426445,8.76292240222718,8.86377959346795,8.21633390540947,8.92879702371085,8.61834340480132,8.53017880337811,8.83736678816488,8.66405880337957,8.60676011678688
"ENSMUSG00000000532",11.0052912752484,11.4590252385593,11.4421492446029,11.1669874983007,11.3745232587963,11.549629585513,11.183569106706,11.4510084948804,11.4612574720968,11.3178754573971,11.4011302713567,11.3845334784793
"ENSMUSG00000000538",11.1560304606262,11.3512717126358,11.2589192208107,11.3668585010352,11.2515833572812,11.1257551923363,11.2278181388945,11.244317365813,11.3123166817633,11.3413521817975,11.2546481912007,11.1918354785054
"ENSMUSG00000000544",0,0,0,2.83013225949115,0.965413541726763,1.01416041678686,0,1.01416041678686,2.34765690822149,3.1306352216449,0,0
"ENSMUSG00000000552",11.8025580471258,11.4090160349053,11.4242729424031,11.6430024339683,11.4588573935619,11.5730599370626,11.5985779371237,11.5629823865713,11.6192613350189,11.5702940305606,11.6046747740125,11.6339722487438
"ENSMUSG00000000555",12.8767363860005,12.9403481965479,13.2006911776081,12.8616619952983,13.2110614875052,12.958149661885,12.6887749144616,13.183506061475,13.3418545599836,12.7155294805578,13.209233886127,13.2935514436182
"ENSMUSG00000000561",10.7590818410682,10.4982007842667,10.3557392002611,10.5358557460419,10.5037528127313,10.5049798055952,10.3886527402962,10.5833396303518,10.6588622630712,10.3482129320199,10.7519382747323,10.5322077336626
"ENSMUSG00000000563",12.8601535320327,12.5279589508797,12.6026786388524,12.5286780841418,12.5962466921822,12.8124391017001,12.5688113432374,12.6577873159806,12.7160482801462,12.5770227220077,12.7263069972731,12.649825918371
"ENSMUSG00000000567",9.30141726655228,9.91967818384125,10.0341246199347,9.54318716504186,9.55012845834728,9.96114311712117,9.45281697776305,9.54883534847411,10.2293943166376,9.33220469050593,9.82853860404338,10.0889890673836
"ENSMUSG00000000568",12.4803888559213,12.2863381372769,12.4172236633267,12.3603993093461,12.3376940546395,12.4889125689737,12.3781143643325,12.3608238973371,12.4724251885872,12.2813341022892,12.4344271621372,12.5007120955846
"ENSMUSG00000000579",7.20630496221094,6.61964014588826,7.04284650810576,7.53205289298157,6.60884355621355,6.76043953487324,7.12406960546463,6.6470121725353,7.07333685083966,6.48401548657686,7.71956647221183,6.72855891268867
"ENSMUSG00000000581",10.6075407971674,10.2170970898981,10.277034660856,10.2539860822693,10.3076061056164,10.5244138634911,10.1922949480348,10.456047735679,10.4160293735789,10.3989544159462,10.3589109012493,10.3033365112858
"ENSMUSG00000000594",11.9241733700187,11.608140964927,11.7115546754035,11.6950529011691,11.627142927706,11.985640893082,11.8376345288938,11.7023368974631,11.6439410263989,11.9206675564734,11.6275169384509,11.6052404047669
"ENSMUSG00000000600",10.7410399308113,10.9018250530112,10.9073366398021,10.8373551383966,10.9325472231147,10.8092852758306,10.826809135572,10.7658512252433,11.0239458170918,10.8463455960328,10.8271193164766,10.9312615109418
"ENSMUSG00000000605",10.4164159222895,10.567049149195,10.5629725843747,10.6418092490585,10.5108394558614,10.4120339395308,10.4213467109538,10.5953809291566,10.4827773907385,10.52376763624,10.524974045581,10.4592835569787
"ENSMUSG00000000627",5.71079020744241,6.04947842704587,4.84493782231722,5.72293510004824,5.99507833295059,5.10887425449688,5.34323573328479,5.7601194085861,5.51665013496053,5.64616249614169,5.47525381443325,5.41922608382379
"ENSMUSG00000000628",10.9480608255964,11.5787969085781,11.5433329966311,11.0260209378868,11.4757864757479,11.536669394684,11.1186353909693,11.4737393218136,11.4847124379223,11.0606971329308,11.4231105529841,11.6132139545773
"ENSMUSG00000000631",11.6505792763946,11.7118548905126,11.7352151066184,12.0006775790213,11.6732208122841,11.466631493657,11.955727727693,11.6619817243319,11.5159873156414,11.9056615332613,11.5801696313511,11.6510172160399
"ENSMUSG00000000673",2.85700759309232,0.387583913762657,-0.377173954117089,0.393909643803925,0.115303019948458,2.2720472740447,2.87563488266272,-0.0335334441505191,-0.0388618593343283,0.709712005430775,0.780543977704946,1.19611147024514
"ENSMUSG00000000686",8.37370522754764,9.17868014992878,9.13161656625165,8.5333066364807,8.99525549173978,9.19155757036191,8.66249602123361,8.94865174544055,8.89424709955621,8.85956278354252,8.63862516737657,8.91810883520423
"ENSMUSG00000000690",8.44339225853617,8.78654858858071,8.77623522144536,8.31767655471687,9.07049469737282,8.54830658142253,8.45223330995043,8.74894198990884,8.86830046929262,8.2863923381878,8.88821788577717,8.87939217601265
"ENSMUSG00000000693",12.0018230510497,11.9452562834396,12.1239387718434,12.0384766396073,12.1148995702177,11.9962917164531,11.8193330369089,12.1565739722612,12.2750587179772,11.8353601598061,12.2019626836297,12.2234260218567
"ENSMUSG00000000706",1.65954109421583,4.09095808117929,1.79946226177273,2.24043382434271,3.06549470152103,2.40952239553322,3.10672535423196,1.73436723482281,2.96238230538068,0.646762341363885,4.17178249559946,2.90641047971138
"ENSMUSG00000000708",11.4389436846785,11.5737863670156,11.4884766872328,11.4995657308476,11.4960289509045,11.5500844099824,11.7283524266788,11.4748422267428,11.2155643377611,11.7676206031435,11.3233324965207,11.3054643893362
"ENSMUSG00000000711",12.4533918320587,12.4517699323794,12.4197964542606,12.4594565560392,12.4066735585889,12.4650650818174,12.5089408380324,12.3766423810032,12.4058039125131,12.4926991890102,12.4227285747783,12.3694116426561
"ENSMUSG00000000730",8.23133725032475,7.17899286241185,7.97199392291804,7.76044078180341,8.00630963278717,7.7744149642869,7.78953882799714,7.82472679478073,7.99393753848207,7.73947095583167,7.85777862016754,8.02998457446229
"ENSMUSG00000000731",4.0870363996973,4.11209111019932,5.97824324446666,5.76152755325086,5.13954714105941,3.60813859037059,4.82374328117015,5.12952831134228,4.70684939416246,4.17547709492365,5.11572608976848,5.49365257888874
"ENSMUSG00000000732",9.80847197505825,9.29236762056871,9.37108820312626,9.97190324479993,9.20236927548064,9.39824859150763,9.72055793341219,9.11916229052804,9.56257361152095,9.59261191247216,9.34748848726857,9.48817465056115
"ENSMUSG00000000738",11.9079459860232,11.6738783630772,11.6380330786474,11.7532114792029,11.7149000942339,11.7620628846197,11.6967163785565,11.7348634264625,11.7342974572486,11.74160127062,11.786873847691,11.647825032348
"ENSMUSG00000000739",4.53816194782294,3.25783637643956,4.45028792107813,2.49191889714676,4.91500849604854,4.71667870641456,3.93420800330237,4.90203923638541,3.31607059112334,2.81995152199872,5.07032342133111,4.35138980342199
"ENSMUSG00000000740",15.1733704123021,14.6937770534884,14.7925738602495,14.8986101246655,14.8323258269362,14.8905935427012,14.8667515332201,14.8547057574733,14.905227117324,14.8402827747259,14.9161205283953,14.9042315020165
"ENSMUSG00000000743",12.225838306527,11.874540253289,11.8667148967832,12.0663306486181,11.9526314804067,11.9516103952855,12.0102451152538,11.8680587078205,12.0511578447365,11.9914724500584,11.9555200585989,12.0119075908507
"ENSMUSG00000000751",13.0590256780206,12.9650624325856,13.0396620866504,13.1104732779659,12.9558735822985,12.9983975428248,13.0044676773893,13.0249054333334,13.04539383501,13.1128347473245,12.9756629459177,12.9865331611276
"ENSMUSG00000000753",13.9585866396251,13.9315510836,14.0820682989455,13.7273791152039,14.0875699609998,14.0286328836416,13.9330353078011,14.0815871701509,14.0550329189943,13.981005089019,14.0439266480423,14.0317903297271
"ENSMUSG00000000759",11.6998631576335,11.9544515748527,11.8702592255012,11.9688807414572,11.803190532118,11.8063268464064,11.8536418849262,11.8454869110739,11.8401189923371,11.8544982355428,11.8631461355163,11.8151518486001
"ENSMUSG00000000776",10.0837054545409,9.70330737120038,9.81572496932035,9.84911094209253,9.88191645454141,9.8547582528489,9.56677418819144,10.1224759791199,9.93810551628616,9.66253156180494,10.0868919248698,9.88452852771779
"ENSMUSG00000000782",5.55928912452976,5.96770482509792,6.68646284316362,6.51295560136947,5.59355644887335,6.17769194080988,6.21057094753823,6.29472355193795,6.36058918882473,6.32383570564888,5.94159033647736,6.58817217489171
"ENSMUSG00000000787",13.8515589631665,14.4264396304808,14.3269699970097,14.0933803185028,14.2242275379658,14.2384790349406,14.2570976394413,14.1893238298633,14.1509226458095,14.1977549138417,14.2080976707316,14.1860046145365
"ENSMUSG00000000791",5.80781917321253,5.49328569698417,2.87662548856575,5.81214310926467,4.25440723450305,4.28522472413581,5.42926173229306,4.69828477222203,4.4211351087972,5.55038682918089,4.41570940936265,4.58127801912215
"ENSMUSG00000000792",4.11590081821305,3.96956075767333,4.92227491727895,4.52093345851971,3.96922192246261,4.41473206567407,4.43072379063632,2.87176370744276,5.51395149299045,3.60622297656598,3.89857119486361,5.37636701552359
"ENSMUSG00000000794",3.23885670545303,3.22776868193989,4.9573509511559,3.85927498497459,5.00436242477966,2.52686763900597,4.82750530004369,3.87673891196454,3.25685701219826,4.30206980082133,3.60952693930852,4.02840764224857
"ENSMUSG00000000804",10.9571366788461,11.4236104017384,11.4192295116264,11.3179624282105,11.3484586335246,11.1518770274116,11.4948499256671,11.1972859312853,11.1702862323491,11.4292471094113,11.2007484557511,11.2185550828734
"ENSMUSG00000000805",0,0,0,2.32573737440201,3.43413714097121,1.60389504987443,0,0,0.75,0,0.583333333333333,0
"ENSMUSG00000000811",9.35614872243879,9.41299979276105,9.34327900399545,9.35821330235236,9.34328488811832,9.31524233319217,9.3495150691096,9.43728286875169,9.26362388184165,9.27513867571023,9.27944184832339,9.51677640107491
"ENSMUSG00000000823",10.3586874471808,10.7669741357214,10.6798942076106,10.6522816830364,10.6632404832314,10.4614585342816,10.6783311570128,10.5802560046184,10.6015175066005,10.5143507671094,10.6952002008457,10.6621666295774
"ENSMUSG00000000826",11.6097973327263,11.8080644077418,11.7524663521944,11.6969411022943,11.7480609967913,11.7055835065572,11.8244849315111,11.727421381616,11.7039109002317,11.7955348517447,11.723683404236,11.7415217890677
"ENSMUSG00000000827",11.249063465296,10.8057628463105,10.8030196588035,11.035642848121,10.8466363252162,10.89933847932,11.215509180803,10.8787812136322,10.7871957802056,11.2188288754965,10.8482436588387,10.8077185872991
"ENSMUSG00000000838",12.7674182078964,13.1163265855155,13.1131999763306,12.8056468531493,13.0138065269152,13.1691419879076,12.8917004490564,12.984739606512,13.0997119035305,12.8901802053257,13.042843062949,13.0325241191849
"ENSMUSG00000000869",6.06291515391118,5.33572754236235,5.89750918018689,5.67638862953963,5.90644942551473,5.65982520540643,5.71113450418866,5.55661517697149,6.00654164343161,5.38876668854564,5.75978429688718,6.07902357872877
"ENSMUSG00000000876",10.8073135286546,10.627494033706,10.6745850723578,10.5113548197931,10.6858763905395,10.9396189295099,10.6986343251349,10.6842433765964,10.5368707459678,10.6233108023746,10.7355239732609,10.5456436835904
"ENSMUSG00000000881",10.3572759431824,10.5360182814198,10.5502605156037,10.4469879319342,10.6047672249454,10.3983700939838,10.5751936708334,10.4725140503315,10.4620855889729,10.5394100598299,10.5441739248689,10.4364314641016
"ENSMUSG00000000884",8.7181639877387,8.44808690779376,8.24636905185311,8.42920233838328,8.43974603888082,8.49858177904765,8.48117530290694,8.34800064531661,8.52643426480835,8.30651671959649,8.59525414557826,8.47564137331842
"ENSMUSG00000000901",12.1626091738284,12.3696411760689,12.1859059703055,11.9039865269405,12.1589601023961,12.6975968657544,12.2311198602981,11.9105194518456,12.2224454946491,12.3128917765548,11.9772290271081,12.0736584902436
"ENSMUSG00000000902",12.1676030717155,12.0201668320148,12.0458130346337,11.8677132161614,12.0480825127175,12.2772799155456,11.9106358603289,12.0887564518718,12.1562688856518,11.8803173724891,12.1254718885094,12.1530226872909
"ENSMUSG00000000903",3.38776123373061,2.49315015846028,2.00526992599686,1.55402294195917,2.69355500245064,3.65250394235734,1.48424925860778,1.43120649986136,4.55362242808223,3.45509358831593,1.9738106549794,1.97741075995596
"ENSMUSG00000000915",10.5412275900886,10.4080841233656,10.2812174915646,10.6401740664063,10.3474379646071,10.2205355089399,10.3757412783835,10.4220111743275,10.4757365307469,10.3692360117504,10.3792693174215,10.5285646212005
"ENSMUSG00000000916",9.55032356127831,9.43805596928545,9.44615819047296,9.59525875464813,9.36930709500708,9.43991139445601,9.33746419883759,9.41412502428996,9.67521113683839,9.40294349530047,9.58612632483116,9.46566552646248
"ENSMUSG00000000934",10.0774125096212,9.69338267177442,9.68940854799936,9.87545523547335,9.77730401980907,9.77254937234845,9.74502742487809,9.75754144953886,9.98809078002852,9.87090343152982,9.75151315966741,9.85865770084383
